trdar_cd,signgu_cd_nm,adstrd_cd_nm
3130265,동작구,노량진1동
3130264,동작구,상도4동
3130268,동작구,상도1동
3130267,동작구,노량진1동
3130263,동작구,노량진2동
3130262,동작구,상도2동
3130273,동작구,사당2동
3130272,동작구,사당4동
3130271,동작구,사당4동
3130270,동작구,흑석동
3130269,동작구,상도1동
3130261,동작구,상도3동
3130260,동작구,신대방1동
3130274,동작구,사당1동
3120153,동작구,노량진1동
3120152,동작구,대방동
3120151,동작구,신대방2동
3120147,동작구,대방동
3120156,동작구,사당2동
3120155,동작구,사당5동
3120154,동작구,상도2동
3110842,동작구,흑석동
3110841,동작구,흑석동
3110840,동작구,흑석동
3110847,동작구,사당1동
3110846,동작구,사당4동
3110845,동작구,사당3동
3110822,동작구,대방동
3110821,동작구,신대방2동
3110844,동작구,흑석동
3110843,동작구,사당5동
3110839,동작구,상도1동
3110838,동작구,상도1동
3110837,동작구,상도1동
3110852,동작구,사당1동
3110828,동작구,노량진2동
3110827,동작구,상도4동
3110826,동작구,상도2동
3110836,동작구,상도1동
3110835,동작구,상도1동
3110851,동작구,사당2동
3110850,동작구,사당1동
3110829,동작구,노량진2동
3110834,동작구,노량진1동
3110833,동작구,상도2동
3110832,동작구,노량진1동
3110849,동작구,사당3동
3110825,동작구,상도3동
3110824,동작구,대방동
3110823,동작구,신대방2동
3110848,동작구,사당1동
3110831,동작구,상도4동
3110830,동작구,상도4동
3110820,동작구,대방동
3110819,동작구,신대방1동
3110880,관악구,서원동
3130288,관악구,서림동
3130287,관악구,삼성동
3130286,관악구,삼성동
3130285,관악구,서원동
3130284,관악구,신원동
3130283,관악구,신원동
3130282,관악구,난곡동
3130281,관악구,난곡동
3130280,관악구,신사동
3130279,관악구,신사동
3130278,관악구,미성동
3130277,관악구,조원동
3130276,관악구,조원동
3130275,관악구,조원동
3130292,관악구,은천동
3130291,관악구,청룡동
3130290,관악구,청룡동
3130289,관악구,은천동
3130295,관악구,인헌동
3130294,관악구,행운동
3130293,관악구,중앙동
3120159,관악구,청룡동
3120157,관악구,신림동
3120158,관악구,대학동
3110894,관악구,성현동
3110893,관악구,청룡동
3110892,관악구,중앙동
3110897,관악구,행운동
3110896,관악구,행운동
3110870,관악구,삼성동
3110869,관악구,신림동
3110868,관악구,신사동
3110867,관악구,신원동
3110895,관악구,낙성대동
3110866,관악구,난곡동
3110891,관악구,성현동
3110890,관악구,청룡동
3110889,관악구,은천동
3110876,관악구,서원동
3110875,관악구,보라매동
3110874,관악구,삼성동
3110888,관악구,청룡동
3110865,관악구,난곡동
3110864,관악구,신사동
3110863,관악구,미성동
3110855,관악구,조원동
3110854,관악구,조원동
3110853,관악구,조원동
3110887,관악구,대학동
3110886,관악구,서림동
3110885,관악구,서림동
3110879,관악구,삼성동
3110878,관악구,삼성동
3110862,관악구,난곡동
3110902,관악구,남현동
3110901,관악구,인헌동
3110861,관악구,신사동
3110860,관악구,미성동
3110877,관악구,신림동
3110884,관악구,은천동
3110883,관악구,보라매동
3110900,관악구,인헌동
3110873,관악구,보라매동
3110872,관악구,신원동
3110859,관악구,난향동
3110858,관악구,신사동
3110857,관악구,미성동
3110856,관악구,미성동
3110899,관악구,행운동
3110898,관악구,청림동
3110871,관악구,신원동
3110882,관악구,서림동
3110881,관악구,대학동
3110942,서초구,양재2동
3130301,서초구,양재1동
3130296,서초구,방배본동
3120189,서초구,서초2동
3120174,서초구,잠원동
3120173,서초구,서초1동
3120172,서초구,서초3동
3120181,서초구,양재1동
3120180,서초구,양재2동
3120179,서초구,도곡1동
3120178,서초구,잠원동
3120183,서초구,양재1동
3120182,서초구,양재2동
3120184,서초구,양재2동
3120171,서초구,서초3동
3120170,서초구,반포4동
3120169,서초구,서초3동
3120168,서초구,서초3동
3120167,서초구,반포4동
3120166,서초구,방배1동
3120165,서초구,반포4동
3120177,서초구,반포1동
3120176,서초구,반포1동
3120175,서초구,서초1동
3120161,서초구,방배본동
3120160,서초구,방배2동
3120164,서초구,방배4동
3120163,서초구,방배2동
3120162,서초구,방배본동
3110925,서초구,서초3동
3110924,서초구,반포4동
3110923,서초구,방배3동
3110922,서초구,방배1동
3110921,서초구,반포4동
3110920,서초구,방배3동
3110919,서초구,방배4동
3110918,서초구,방배1동
3110917,서초구,반포4동
3110941,서초구,양재2동
3110940,서초구,양재2동
3110939,서초구,양재1동
3110916,서초구,방배1동
3110908,서초구,반포본동
3110907,서초구,방배4동
3110906,서초구,방배4동
3110905,서초구,방배2동
3110904,서초구,방배2동
3110948,서초구,내곡동
3110938,서초구,양재1동
3110937,서초구,양재1동
3110936,서초구,양재2동
3110915,서초구,방배본동
3110935,서초구,서초2동
3110934,서초구,양재1동
3110933,서초구,서초1동
3110932,서초구,서초1동
3110931,서초구,양재1동
3110930,서초구,서초1동
3110914,서초구,방배4동
3110913,서초구,방배3동
3110903,서초구,방배본동
3110947,서초구,내곡동
3110946,서초구,양재2동
3110945,서초구,내곡동
3110929,서초구,서초1동
3110928,서초구,서초3동
3110927,서초구,잠원동
3110912,서초구,방배본동
3110911,서초구,방배3동
3110910,서초구,방배4동
3110909,서초구,방배2동
3110926,서초구,서초3동
3110944,서초구,내곡동
3110943,서초구,양재2동
3110968,강남구,논현2동
3001496,강남구,삼성1동
3130310,강남구,개포2동
3130309,강남구,대치2동
3130308,강남구,청담동
3130307,강남구,역삼2동
3130306,강남구,역삼1동
3130305,강남구,논현2동
3130304,강남구,압구정동
3130303,강남구,논현1동
3130302,강남구,신사동
3120198,강남구,역삼1동
3120197,강남구,역삼1동
3120196,강남구,논현2동
3120195,강남구,압구정동
3120194,강남구,논현2동
3120193,강남구,압구정동
3120192,강남구,역삼1동
3120191,강남구,논현1동
3120190,강남구,압구정동
3120207,강남구,삼성2동
3120206,강남구,역삼2동
3120205,강남구,도곡2동
3120204,강남구,역삼1동
3120203,강남구,논현2동
3120202,강남구,압구정동
3120201,강남구,역삼1동
3120200,강남구,청담동
3120199,강남구,역삼1동
3120188,강남구,신사동
3120187,강남구,논현1동
3120224,강남구,수서동
3120223,강남구,대치2동
3120222,강남구,대치2동
3120221,강남구,삼성1동
3120220,강남구,대치1동
3120219,강남구,대치4동
3120218,강남구,삼성1동
3120217,강남구,대치4동
3120216,강남구,청담동
3120215,강남구,삼성2동
3120214,강남구,청담동
3120213,강남구,삼성2동
3120212,강남구,대치4동
3120211,강남구,대치4동
3120210,강남구,대치4동
3120209,강남구,청담동
3120208,강남구,청담동
3120186,강남구,신사동
3120185,강남구,논현1동
3110967,강남구,역삼1동
3110966,강남구,논현2동
3110982,강남구,삼성2동
3110981,강남구,개포4동
3110980,강남구,개포4동
3110979,강남구,청담동
3110978,강남구,도곡2동
3110977,강남구,개포4동
3110976,강남구,청담동
3110975,강남구,도곡1동
3110974,강남구,삼성2동
3110965,강남구,역삼1동
3110964,강남구,도곡1동
3110963,강남구,역삼1동
3110962,강남구,압구정동
3110961,강남구,논현2동
3110960,강남구,도곡1동
3110959,강남구,압구정동
3110958,강남구,역삼1동
3110957,강남구,논현2동
3111001,강남구,세곡동
3111000,강남구,세곡동
3110999,강남구,세곡동
3110998,강남구,세곡동
3110997,강남구,일원1동
3110956,강남구,역삼1동
3110955,강남구,논현1동
3110954,강남구,역삼1동
3110953,강남구,논현1동
3110952,강남구,논현1동
3110951,강남구,신사동
3110950,강남구,논현1동
3110949,강남구,신사동
3110996,강남구,대치2동
3110995,강남구,삼성1동
3110994,강남구,개포2동
3110993,강남구,개포1동
3110992,강남구,대치4동
3110991,강남구,삼성1동
3110990,강남구,청담동
3110989,강남구,대치4동
3110988,강남구,삼성1동
3111002,강남구,세곡동
3110987,강남구,청담동
3110986,강남구,삼성2동
3110985,강남구,청담동
3110984,강남구,개포4동
3110983,강남구,개포4동
3110973,강남구,청담동
3110972,강남구,역삼2동
3110971,강남구,역삼1동
3110970,강남구,논현2동
3110969,강남구,역삼2동
3111026,송파구,문정1동
3001495,송파구,방이2동
3130313,송파구,방이2동
3130312,송파구,석촌동
3130311,송파구,잠실본동
3130317,송파구,마천2동
3130316,송파구,마천2동
3130315,송파구,가락본동
3130314,송파구,풍납1동
3120231,송파구,가락1동
3120230,송파구,석촌동
3120229,송파구,방이2동
3120241,송파구,거여2동
3120240,송파구,가락2동
3120239,송파구,가락본동
3120238,송파구,방이1동
3120237,송파구,가락본동
3120236,송파구,문정2동
3120235,송파구,문정2동
3120234,송파구,가락본동
3120233,송파구,방이2동
3120232,송파구,송파1동
3120228,송파구,송파1동
3120227,송파구,잠실6동
3120226,송파구,석촌동
3120225,송파구,잠실본동
3111040,송파구,오금동
3111036,송파구,가락2동
3111035,송파구,오금동
3111039,송파구,오금동
3111038,송파구,오금동
3111016,송파구,송파2동
3111015,송파구,송파1동
3111014,송파구,방이2동
3111024,송파구,가락본동
3111034,송파구,오금동
3111033,송파구,장지동
3111023,송파구,문정1동
3111022,송파구,가락본동
3111021,송파구,방이1동
3111047,송파구,마천1동
3111046,송파구,마천1동
3111045,송파구,거여2동
3111013,송파구,송파1동
3111012,송파구,석촌동
3111011,송파구,잠실4동
3111010,송파구,석촌동
3111009,송파구,석촌동
3111044,송파구,마천2동
3111043,송파구,마천2동
3111008,송파구,석촌동
3111007,송파구,삼전동
3111032,송파구,오금동
3111031,송파구,장지동
3111020,송파구,방이1동
3111019,송파구,방이2동
3111006,송파구,삼전동
3111005,송파구,삼전동
3111004,송파구,잠실본동
3111003,송파구,잠실본동
3111030,송파구,오금동
3111029,송파구,가락2동
3111028,송파구,장지동
3111042,송파구,거여1동
3111041,송파구,거여1동
3111018,송파구,풍납1동
3111017,송파구,방이2동
3111037,송파구,오금동
3111025,송파구,가락2동
3111027,송파구,문정1동
3111078,강동구,길동
3111084,강동구,길동
3111085,강동구,고덕1동
3111086,강동구,명일2동
3111087,강동구,고덕2동
3111088,강동구,고덕2동
3111079,강동구,둔촌2동
3111080,강동구,명일1동
3111081,강동구,둔촌2동
3111082,강동구,둔촌2동
3111083,강동구,길동
3111077,강동구,길동
3111050,강동구,성내1동
3111051,강동구,성내2동
3111052,강동구,천호2동
3111053,강동구,성내1동
3111054,강동구,암사2동
3111055,강동구,암사2동
3111056,강동구,천호3동
3111057,강동구,천호2동
3111059,강동구,성내2동
3111058,강동구,성내1동
3111060,강동구,천호2동
3111048,강동구,천호2동
3111049,강동구,천호2동
3111089,강동구,상일동
3111090,강동구,강일동
3111061,강동구,암사1동
3111062,강동구,성내3동
3111063,강동구,천호3동
3111064,강동구,성내3동
3111065,강동구,천호3동
3111066,강동구,암사1동
3111067,강동구,성내3동
3111068,강동구,길동
3111069,강동구,천호1동
3111070,강동구,천호1동
3111071,강동구,길동
3111072,강동구,천호1동
3111073,강동구,둔촌2동
3111074,강동구,암사1동
3111075,강동구,천호1동
3111076,강동구,둔촌2동
3120242,강동구,성내1동
3120246,강동구,길동
3120247,강동구,천호1동
3120248,강동구,명일1동
3120249,강동구,명일2동
3120243,강동구,천호2동
3120244,강동구,암사2동
3120245,강동구,성내3동
3130318,강동구,천호2동
3130319,강동구,성내2동
3130320,강동구,암사1동
3130321,강동구,성내1동
3130322,강동구,천호3동
3130323,강동구,성내3동
3130324,강동구,길동
3130325,강동구,명일1동
3130326,강동구,고덕2동
